funding_amount,num_funding_rounds,industry_sector,location,num_milestones,team_size,years_active,success_probability,success_outcome
45.96,5,Cybersecurity,New York,10,87,1.4,60.01,1
238.06,4,E-commerce,Austin,13,86,8.1,66.0,0
8.58,1,HealthTech,New York,17,120,7.5,65.27,0
10.94,1,Cybersecurity,Toronto,5,36,10.5,54.41,1
13.38,2,HealthTech,Berlin,9,106,2.3,49.16,0
11.13,5,SaaS,Boston,9,146,9.7,71.5,1
7.46,3,CleanTech,Boston,13,33,5.6,64.65,0
1.15,2,AI/ML,San Francisco,11,142,5.3,62.85,0
11.77,5,HealthTech,Austin,14,11,4.5,58.56,0
26.29,6,FinTech,Bangalore,15,151,4.8,59.64,0
11.1,4,EdTech,San Francisco,2,10,6.4,62.1,1
125.89,7,E-commerce,New York,6,45,1.5,58.67,0
18.42,6,E-commerce,Toronto,11,88,5.3,59.44,0
66.09,6,HealthTech,London,9,154,7.9,66.58,0
23.6,7,HealthTech,San Francisco,8,180,6.1,67.86,1
41.53,2,E-commerce,Seattle,3,118,2.2,46.78,0
24.03,6,HealthTech,Singapore,10,34,4.5,64.33,1
71.43,7,FinTech,Boston,13,98,5.5,67.47,1
19.22,7,SaaS,Boston,0,197,8.1,69.19,1
29.85,5,AI/ML,Berlin,10,24,10.8,70.97,0
26.22,6,HealthTech,London,16,179,6.7,79.73,0
13.62,7,HealthTech,Bangalore,10,97,8.2,65.7,1
27.25,6,HealthTech,Austin,17,2,1.2,58.65,1
169.76,7,EdTech,Austin,6,174,11.5,76.42,1
13.87,6,FinTech,New York,0,8,4.0,53.09,0
27.65,3,FinTech,Berlin,12,93,4.4,61.78,0
63.93,6,EdTech,London,3,50,2.9,63.35,1
56.84,3,FinTech,Boston,0,146,1.3,52.58,0
18.39,6,EdTech,Berlin,3,15,9.5,70.66,1
1.68,6,AI/ML,Boston,16,24,3.1,54.7,1
30.47,7,FinTech,New York,14,133,3.6,67.41,1
1.97,5,AI/ML,London,4,248,2.4,68.31,1
79.04,4,AI/ML,Seattle,10,11,11.7,74.96,1
21.53,2,AI/ML,Seattle,6,116,9.4,68.91,1
49.39,5,E-commerce,Seattle,3,201,11.2,75.08,1
7.37,4,CleanTech,Bangalore,17,74,10.4,60.79,0
3.85,4,FinTech,Austin,14,124,10.9,74.79,1
23.59,5,HealthTech,Austin,6,209,5.9,71.07,1
17.57,6,EdTech,London,6,182,2.3,59.14,0
11.12,2,E-commerce,San Francisco,14,74,4.1,68.55,1
19.78,4,CleanTech,New York,8,188,3.7,62.97,0
289.29,6,Cybersecurity,London,6,169,8.7,65.69,1
41.87,6,AI/ML,London,6,127,0.6,64.88,0
51.91,6,SaaS,Berlin,8,111,2.0,59.47,1
42.26,6,SaaS,New York,9,231,8.3,77.52,1
79.8,6,FinTech,Toronto,0,218,1.7,61.08,1
15.03,7,SaaS,Seattle,8,247,0.9,62.17,0
2.33,5,AI/ML,New York,7,169,1.6,68.42,1
15.05,2,HealthTech,Boston,4,91,8.4,66.47,0
40.92,4,CleanTech,Austin,6,29,1.9,51.04,1
6.89,5,CleanTech,Seattle,7,33,2.0,56.49,0
15.24,1,EdTech,Seattle,6,237,3.0,55.06,0
9.1,6,Cybersecurity,Seattle,16,92,9.1,72.19,1
81.62,4,FinTech,Seattle,9,29,2.6,58.68,1
38.45,7,Cybersecurity,Bangalore,9,57,0.7,61.87,1
34.87,2,CleanTech,Bangalore,4,7,10.9,54.86,0
33.84,7,HealthTech,Seattle,16,133,10.6,70.33,1
17.51,4,E-commerce,Bangalore,0,148,2.5,51.13,1
22.14,5,EdTech,Toronto,9,95,3.4,51.04,0
5.56,5,CleanTech,Toronto,3,186,2.5,52.94,0
2.04,5,HealthTech,Austin,13,121,8.7,63.08,1
21.12,7,HealthTech,Seattle,6,240,3.2,61.18,0
25.13,2,EdTech,Boston,5,191,11.2,67.6,1
60.9,6,HealthTech,San Francisco,1,20,10.0,69.53,0
87.47,7,EdTech,San Francisco,14,69,7.2,71.94,1
87.36,2,AI/ML,Berlin,7,189,0.4,48.97,0
6.7,2,E-commerce,Seattle,4,135,10.6,60.25,0
12.78,4,AI/ML,Toronto,15,188,8.8,72.13,1
29.38,6,HealthTech,Berlin,0,85,9.5,67.0,0
228.58,7,HealthTech,San Francisco,8,11,1.1,67.41,1
79.85,6,Cybersecurity,Toronto,2,196,8.6,73.56,1
55.67,6,EdTech,Seattle,2,196,9.7,69.43,0
12.33,4,FinTech,London,0,160,11.5,60.7,1
7.51,5,SaaS,Bangalore,3,102,7.1,60.63,0
40.0,2,FinTech,Berlin,17,4,6.2,57.66,0
6.05,4,EdTech,San Francisco,8,182,5.3,60.33,1
14.32,2,CleanTech,New York,17,165,8.5,61.83,1
16.2,1,EdTech,Seattle,4,167,11.1,63.39,1
89.38,6,E-commerce,San Francisco,13,44,7.3,78.39,1
12.75,6,SaaS,New York,1,183,3.0,59.79,1
1.59,4,EdTech,Singapore,1,181,0.5,49.42,0
30.1,1,E-commerce,New York,0,214,7.5,48.78,1
9.03,1,AI/ML,New York,16,142,10.4,73.43,1
18.97,1,EdTech,London,12,183,1.1,55.47,0
16.66,6,HealthTech,San Francisco,13,101,5.0,73.1,1
13.82,2,Cybersecurity,Austin,16,174,11.3,74.68,1
40.06,2,HealthTech,Bangalore,5,174,6.2,58.36,1
3.92,7,Cybersecurity,Berlin,13,195,2.9,65.45,1
10.84,7,SaaS,Bangalore,9,214,4.4,73.99,1
36.02,6,Cybersecurity,Boston,9,2,5.1,65.05,1
9.83,3,EdTech,Berlin,11,195,1.7,44.7,1
3.64,5,AI/ML,Austin,8,198,8.0,71.95,0
35.47,2,AI/ML,Boston,0,137,7.2,56.53,1
55.87,7,EdTech,New York,1,130,7.9,72.34,0
17.37,1,HealthTech,Toronto,9,181,7.4,62.75,0
2.56,6,AI/ML,New York,10,114,0.5,55.43,1
36.82,4,E-commerce,Austin,13,104,2.3,59.01,0
3.46,6,EdTech,Seattle,10,201,2.2,62.88,1
24.75,4,CleanTech,Seattle,3,197,1.4,57.76,0
7.48,2,E-commerce,Boston,6,53,8.9,62.26,1
5.7,6,HealthTech,Boston,7,207,1.7,69.14,0
11.68,5,Cybersecurity,Austin,17,82,8.1,71.58,0
15.13,4,FinTech,Bangalore,9,36,2.4,57.49,0
9.54,3,E-commerce,London,11,219,1.7,60.84,0
32.74,3,SaaS,Bangalore,13,61,2.2,65.67,1
11.63,4,E-commerce,Bangalore,6,52,6.2,62.71,0
48.43,2,CleanTech,Berlin,17,68,7.9,63.75,1
24.07,2,E-commerce,Toronto,12,123,9.8,65.38,1
9.05,2,E-commerce,New York,15,43,1.8,53.46,1
7.65,1,CleanTech,Bangalore,13,41,7.5,57.22,0
3.5,7,E-commerce,Seattle,11,99,9.4,79.19,1
24.31,2,CleanTech,Singapore,0,56,4.0,45.73,0
12.75,2,SaaS,Austin,10,49,1.2,56.98,0
1.7,2,HealthTech,San Francisco,2,228,2.1,53.8,0
10.64,7,HealthTech,Toronto,10,149,1.4,57.83,1
7.38,4,AI/ML,Seattle,12,5,10.7,67.81,1
87.85,3,AI/ML,New York,9,27,4.7,60.13,0
3.31,3,FinTech,Berlin,5,203,6.4,64.64,0
4.3,1,HealthTech,San Francisco,1,68,9.3,60.56,1
55.15,3,Cybersecurity,Seattle,12,39,4.6,56.71,1
70.58,2,E-commerce,Singapore,12,167,7.9,68.77,1
8.63,6,CleanTech,Singapore,8,209,1.2,65.42,1
9.66,1,HealthTech,Seattle,12,100,5.9,66.28,1
33.66,3,FinTech,Boston,14,186,1.4,60.71,1
1.77,6,EdTech,Toronto,9,106,3.2,60.22,1
2.83,6,CleanTech,New York,0,28,3.7,59.19,0
13.73,4,AI/ML,San Francisco,15,199,8.7,71.28,1
85.62,2,CleanTech,New York,8,229,8.2,66.21,1
11.75,3,SaaS,Toronto,12,246,9.0,66.65,1
20.1,2,SaaS,Seattle,16,26,1.0,46.13,1
56.47,5,AI/ML,San Francisco,6,142,11.9,77.5,1
149.44,3,Cybersecurity,New York,11,156,0.9,57.38,1
10.21,5,SaaS,San Francisco,0,21,10.0,64.23,1
17.87,5,AI/ML,Toronto,15,238,9.0,74.48,1
112.4,7,Cybersecurity,Seattle,1,27,7.2,72.47,1
3.97,3,EdTech,San Francisco,9,68,5.4,56.48,1
50.78,7,CleanTech,Austin,6,242,9.2,72.62,0
6.56,3,AI/ML,Berlin,0,139,9.0,58.42,0
20.14,5,Cybersecurity,London,8,170,1.9,58.82,1
14.26,5,SaaS,Toronto,16,124,9.6,69.21,1
6.97,6,E-commerce,San Francisco,3,188,1.2,58.52,0
6.8,4,EdTech,San Francisco,5,22,6.2,62.98,0
23.96,6,E-commerce,San Francisco,3,169,7.8,70.22,0
49.18,3,EdTech,Boston,2,18,9.9,56.35,0
15.96,4,AI/ML,Singapore,4,46,5.7,67.72,0
19.49,4,CleanTech,Berlin,10,127,3.1,63.27,0
32.17,5,SaaS,Austin,14,113,6.0,63.88,1
6.88,5,SaaS,Berlin,12,39,3.2,65.37,0
38.08,1,EdTech,Berlin,13,199,6.5,60.29,0
41.24,6,E-commerce,New York,12,76,5.7,66.7,1
245.58,6,AI/ML,Singapore,6,216,9.4,76.55,1
12.48,1,AI/ML,Seattle,16,5,3.1,52.65,1
11.5,7,FinTech,San Francisco,3,60,2.6,67.48,0
39.21,5,FinTech,Boston,12,75,5.8,68.69,1
41.23,1,FinTech,Singapore,1,149,0.9,47.01,0
10.64,4,CleanTech,Berlin,13,101,3.0,49.95,1
12.14,6,CleanTech,Austin,1,40,4.4,61.24,1
31.22,2,FinTech,Singapore,3,143,6.0,58.18,1
7.94,7,FinTech,Boston,7,239,3.5,71.27,1
12.05,3,CleanTech,Seattle,12,35,6.9,63.89,1
19.88,2,AI/ML,San Francisco,0,64,10.6,62.73,1
49.2,3,EdTech,Bangalore,4,120,6.7,63.73,1
9.93,4,AI/ML,Toronto,6,182,3.7,62.59,1
2.88,5,HealthTech,New York,13,35,1.0,59.95,0
2.67,7,HealthTech,London,17,59,1.9,64.91,0
5.16,2,EdTech,Singapore,11,60,6.9,65.45,0
4.89,7,Cybersecurity,London,9,154,8.3,71.11,0
15.57,4,CleanTech,Austin,6,22,0.9,50.7,1
5.54,1,HealthTech,Bangalore,14,165,2.5,48.27,0
9.0,7,AI/ML,Austin,1,107,4.0,67.57,0
8.38,3,Cybersecurity,Boston,2,83,4.0,53.59,1
11.7,5,Cybersecurity,Boston,3,215,11.5,70.9,1
68.2,5,CleanTech,Toronto,4,205,2.7,57.75,1
35.23,1,HealthTech,London,8,201,1.0,53.99,0
18.47,2,HealthTech,Singapore,17,221,4.4,55.93,1
11.46,5,HealthTech,Bangalore,11,60,1.9,49.42,0
11.78,3,HealthTech,Bangalore,6,214,1.8,57.85,0
25.22,1,HealthTech,Toronto,3,45,5.1,43.6,0
32.6,1,EdTech,Bangalore,11,84,3.9,56.35,1
7.33,6,AI/ML,Bangalore,4,139,1.4,67.19,0
18.85,2,SaaS,Bangalore,17,186,7.4,63.0,0
2.38,1,SaaS,Berlin,8,145,6.2,62.61,1
22.46,4,HealthTech,New York,9,140,1.2,60.01,1
38.94,1,HealthTech,New York,16,95,10.4,73.91,1
13.73,5,Cybersecurity,Singapore,5,148,3.6,60.39,1
111.78,4,AI/ML,Boston,8,119,11.5,65.33,0
7.53,5,HealthTech,Toronto,9,120,11.2,72.14,1
22.59,4,CleanTech,Bangalore,4,147,5.4,67.41,1
17.53,6,CleanTech,Berlin,0,150,3.0,59.37,0
16.44,5,Cybersecurity,Singapore,5,83,10.1,68.26,1
16.21,3,HealthTech,Austin,2,35,4.5,57.09,1
20.23,1,E-commerce,Seattle,12,76,2.2,55.32,0
42.43,2,Cybersecurity,Bangalore,0,103,6.8,54.82,1
72.08,1,CleanTech,Toronto,5,41,6.0,65.63,1
18.13,1,HealthTech,Austin,15,46,10.2,62.5,0
41.07,2,Cybersecurity,Bangalore,10,237,8.8,69.64,1
9.01,2,SaaS,Seattle,12,71,10.6,69.83,1
39.09,1,SaaS,Toronto,12,185,8.9,60.69,1
8.48,3,AI/ML,London,5,33,7.8,62.09,1
54.09,4,CleanTech,Berlin,11,243,6.2,69.54,1
165.78,2,FinTech,New York,3,54,11.9,69.35,1
16.09,2,AI/ML,Boston,11,99,11.5,71.42,1
2.03,1,CleanTech,Singapore,12,195,10.2,56.59,1
10.51,1,AI/ML,Toronto,15,51,9.4,66.53,1
62.29,2,EdTech,San Francisco,16,138,7.1,65.95,0
